Operational Profile,DURAÇÃO,EngineLoad,PotenciaMaxima,EnginesRunning,Speed,DraftBow,DraftStern,BEAUFORT,MDO,MDOPred
Transit,0.024722222,0.33,765.6,2,9.02819101,4.23891011,4.21665169,2.8,0.017293,0.699492135
Eco Transit,0.027222222,0.35,812,2,8.78871429,4.4404898,4.14902041,5.4,0.020525,0.753979592
Eco Transit,0.110833333,0.29,672.8,2,8.80180451,4.459,3.81481955,2.9,0.064403,0.581079699
Fast Transit,0.020833333,0.33,765.6,2,10.99268,4.643,4.15170667,4.7,0.014616,0.701568
Transit,7.019722222,0.34,788.8,2,10.12204082,4.74954589,4.18006886,2.9,5.255023,0.748608397
Eco Transit,0.026111111,0.32,742.4,2,9.03282979,4.27876596,4.27159574,2.8,0.017985,0.688787234
Transit,0.087777778,0.27,626.4,2,9.032,4.661,3.919,2.4,0.045081,0.513581013
Eco Transit,0.011388889,0.21,487.2,2,6.19597561,4.48887805,3.74212195,4.4,0.00407,0.357365854
Eco Transit,0.005,0.29,672.8,2,8.91,4.68,4.074,4,0.003078,0.6156
Eco Transit,0.005277778,0.35,812,2,8.75,4.532,4.106,3.6,0.004017,0.761115789
Eco Transit,0.051944444,0.22,510.4,2,4.13981818,4.709,4.56854011,5.3,0.02094599,0.40323831
Eco Transit,0.014166667,0.33,765.6,2,8.82456863,4.28515686,4.28284314,4.9,0.01003,0.708
Eco Transit,0.018333333,0.32,742.4,2,8.92236364,2.48990909,4.85881818,5.5,0.012634,0.689127273
Transit,0.015277778,0.31,719.2,2,9.02792727,2.485,4.83492727,5.5,0.010386,0.679810909
Eco Transit,0.039166667,0.23,533.6,2,4.17031915,4.55702128,4.0632766,6,0.016897,0.431412766
Fast Transit,0.003888889,0.35,812,2,11.29457143,4.518,4.38707143,3.2,0.003068,0.788914286
Fast Transit,0.059722222,0.32,742.4,2,11.03179535,4.41991628,4.83570233,2.4,0.04245699,0.71090774
Eco Transit,0.050277778,0.22,510.4,2,6.00977348,4.62217127,3.84801105,4.3,0.02002299,0.398247315
Transit,0.014166667,0.36,835.2,2,10.88809804,4.51737255,4.38437255,3.2,0.011257,0.794611765
Eco Transit,0.031388889,0.34,788.8,2,8.94376991,2.527,4.22984956,5.5,0.022722,0.723886726
Eco Transit,0.01,0.26,603.2,2,4.405667,4.739132,4.530608,5.5,0.005789,0.5789
Eco Transit,5.900277778,0.23,533.6,2.05649452,7.69618624,4.661,3.919,2.4,2.64879199,0.448926659
Eco Transit,0.05,0.19,440.8,2,4.08966667,4.59816667,3.9285,5.9,0.015915,0.3183
Eco Transit,0.059444444,0.27,626.4,2,5.57063551,4.9219486,4.59072897,4.7,0.033468,0.563013084
Fast Transit,0.031111111,0.31,719.2,2,11.09805357,2.555,3.78736607,5.9,0.020235,0.650410714
Eco Transit,0.020277778,0.28,649.6,2,8.89728767,4.447,3.862,2.9,0.011558,0.569983562
Transit,0.045833333,0.34,788.8,2,9.272006,2.603271,4.54126,5.2,0.034437,0.751352727
Eco Transit,0.029166667,0.33,765.6,2,8.88446667,2.547,4.236,5.5,0.02092402,0.717394971
Eco Transit,0.886944444,0.23,533.6,2,5.41359662,4.64618948,4.23946915,4.8,0.394762,0.445080864
Eco Transit,0.331666667,0.24,556.8,2,5.99930151,4.70237186,4.11033166,4,0.15907201,0.479614101
Eco Transit,1.054722222,0.23,533.6,2,8.07766842,4.72155228,4.18771398,3.4,0.445278,0.422175612
Transit,1.603333333,0.35,812,2,10.70227443,4.44879141,4.49737145,3.1,1.210916,0.755249064
Eco Transit,0.031111111,0.31,719.2,2,7.075188,2.557274,4.272157,3.6,0.020567,0.661082143
Eco Transit,0.036388889,0.34,788.8,2,8.85896183,2.52955725,4.24068702,5.5,0.02656299,0.729975298
Transit,0.003333333,0.3,696,2,8.977833,2.51516,4.559689,3.2,0.00223,0.669
Eco Transit,0.009444444,0.23,533.6,2,4.01023529,2.594,4.58332353,5.3,0.004165,0.441
Eco Transit,0.152222222,0.25,580,2,5.71363686,4.70156569,4.15698723,5.5,0.074173,0.487267883
Transit,0.1075,0.34,788.8,2,9.15967183,4.4401292,4.14718605,5.4,0.07964,0.740837209
Transit,0.159722222,0.32,742.4,2,10.86174609,2.55797043,3.78763826,5.9,0.10882799,0.68135785
Eco Transit,0.036111111,0.27,626.4,2,6.99587692,4.72370769,4.15746154,4.3,0.02013399,0.557556646
Eco Transit,0.007777778,0.36,835.2,2,8.66371429,4.572,4.84485714,3.8,0.006231,0.801128571
Eco Transit,0.016944444,0.22,510.4,2,5.656164,4.583553,4.004667,4.3,0.006583,0.388504918
Eco Transit,0.086666667,0.29,672.8,2,8.79674038,4.66980769,4.06638462,4,0.053651,0.61905
Fast Transit,0.026666667,0.31,719.2,2,11.04159375,2.557,3.7908125,5.9,0.01751101,0.656662875
Eco Transit,0.005555556,0.36,835.2,2,8.852,2.561,3.832,4,0.004375,0.7875
Eco Transit,0.06,0.23,533.6,2,4.09774074,2.594,4.58342593,5.3,0.026512,0.441866667
Eco Transit,0.070833333,0.31,719.2,2,7.93683529,2.36467059,4.33798824,2.4,0.04699101,0.663402494
Transit,0.006944444,0.33,765.6,2,9.047,2.524,4.242,5.5,0.005024,0.723456
Transit,0.051666667,0.33,765.6,2,9.31195161,4.64343011,4.59975269,2.5,0.03679999,0.712257871
Transit,0.035833333,0.31,719.2,2,9.08744186,2.47460465,4.703,5.5,0.024241,0.676493023
Eco Transit,0.009166667,0.35,812,2,8.917545,4.537792,3.900512,3.5,0.007156,0.780654545
Fast Transit,0.003333333,0.3,696,2,11.119,4.444,4.783,2.4,0.00218,0.654
Eco Transit,0.074166667,0.38,881.6,2,6.191041,2.514058,4.581273,3.2,0.067122,0.90501573
Fast Transit,0.011944444,0.34,788.8,2,11.04523256,4.436,4.46853488,3.1,0.00899,0.752651163
Eco Transit,0.010277778,0.39,904.8,2,8.82945946,4.4,4.037,5.4,0.008828,0.858940541
Fast Transit,0.003333333,0.3,696,2,11.095,4.449,4.773,2.4,0.002187,0.6561
Eco Transit,0.007777778,0.28,649.6,2,8.996,4.463,3.643,2.8,0.004459,0.5733
Transit,0.028333333,0.29,672.8,2,9.21605882,4.53565686,3.89403922,5.9,0.016636,0.587152941
Transit,0.051388889,0.32,742.4,2,8.99333514,4.279,4.27784324,2.8,0.035728,0.695247568
Eco Transit,0.022777778,0.27,626.4,2,8.96980488,4.661,3.919,2.4,0.011742,0.515502439
Transit,0.056111111,0.28,649.6,2,9.31403465,4.46612376,3.82051485,2.9,0.032263,0.574984158
Transit,0.022222222,0.31,719.2,2,10.9585,2.6315,4.059,4.6,0.014263,0.641835
Eco Transit,0.713888889,0.21,487.2,2,5.40475447,4.69092763,3.46144397,3.3,0.293244,0.410769805
Eco Transit,0.029444444,0.22,510.4,2,5.397387,2.617582,4.716516,4.4,0.011771,0.399769811
Eco Transit,0.036388889,0.34,788.8,2,8.70477863,4.6,3.9321145,4.3,0.02789601,0.766607908
Eco Transit,0.020833333,0.31,719.2,2,9.022133,2.585342,4.225709,3.4,0.013781,0.661488
Transit,1.666388889,0.33,765.6,2,9.53109902,4.5221817,3.69531705,3.5,1.2172,0.73044174
Eco Transit,0.145277778,0.23,533.6,2,5.40280497,4.52711855,4.29244168,2.9,0.065045,0.447728489
Transit,0.020555556,0.36,835.2,2,9.12562162,2.565,3.84193243,4,0.015967,0.776772973
Transit,0.022222222,0.35,812,2,9.0139125,2.565,3.8320125,4,0.01735,0.78075
Fast Transit,0.003611111,0.36,835.2,2,11.155,4.374,3.82,3.1,0.002911,0.806123077
Eco Transit,0.008611111,0.35,812,2,8.905,4.443,4.142,5.4,0.006467,0.751006452
Transit,0.141111111,0.33,765.6,2,9.14721063,4.22688386,4.20278346,2.8,0.09874999,0.699803079
Transit,0.0425,0.29,672.8,2,10.15063399,4.382,3.84077778,3.1,0.026104,0.614211765
Fast Transit,0.079166667,0.32,742.4,2,11.07592281,4.84732982,4.9659614,2.5,0.056153,0.709301053
Eco Transit,0.058055556,0.26,603.2,2,7.55382768,4.74274501,4.09165462,3.9,0.030962,0.533316746
Eco Transit,0.463055556,0.23,533.6,2,6.12887942,4.47291062,4.85613557,2.4,0.207925,0.449028194
Transit,0.012777778,0.32,742.4,2,10.91608696,4.83034783,4.94134783,2.5,0.009103,0.712408696
Eco Transit,0.139444444,0.25,580,2,6.07520518,4.64426494,3.8533008,3.5,0.072827,0.522265339
Transit,0.0425,0.33,765.6,2,9.05277124,2.575,4.54281699,5.1,0.029957,0.704870588
Transit,0.097222222,0.35,812,2,9.18925143,2.561,3.82898857,4,0.075275,0.774257143
Transit,0.128888889,0.32,742.4,2,9.1196681,4.28664655,4.29022845,4.9,0.089142,0.691618966
Transit,0.025833333,0.33,765.6,2,9.02772043,4.23194624,4.21324731,2.8,0.018018,0.697470968
Eco Transit,0.028333333,0.21,487.2,2,6.609912,2.550836,4.354961,3.6,0.011334,0.400023529
Transit,0.015555556,0.33,765.6,2,9.05398214,4.628,4.037,4.3,0.011256,0.7236
Transit,0.0325,0.28,649.6,2,9.41347863,4.66386325,4.54835043,2.5,0.019274,0.593046154
Eco Transit,0.169444444,0.23,533.6,2,5.5564082,4.72799344,4.30802787,4.2,0.078779,0.464925246
Transit,0.56,0.26,603.2,2,10.26433036,2.59734226,4.44658036,5,0.292161,0.521716071
Transit,0.003055556,0.34,788.8,2,9.16245455,4.532,4.106,3.6,0.002258,0.738981818
Eco Transit,0.0925,0.25,580,2,6.78629429,4.64541742,4.35096997,2.9,0.044888,0.485275676
Eco Transit,0.006111111,0.19,440.8,2,4.156,4.711,4.109,4,0.001916,0.313527273
Eco Transit,0.953611111,0.3,696,2,8.59415147,4.56404311,3.7065552,3.5,0.611733,0.641491057
Eco Transit,0.005833333,0.34,788.8,2,8.824,2.561,4.031,4,0.004317,0.740057143
Eco Transit,0.128055556,0.29,672.8,2,8.71156833,4.465141,3.81706725,2.9,0.075989,0.593406508
Eco Transit,0.015277778,0.35,812,2,8.74590909,4.46165455,4.17965455,5.4,0.01153,0.754690909
Transit,0.014444444,0.33,765.6,2,8.98219231,4.23,4.20419231,2.8,0.010006,0.692723077
Eco Transit,0.012222222,0.31,719.2,2,8.99159091,2.485,4.78868182,5.5,0.008252,0.675163636
Eco Transit,0.038611111,0.23,533.6,2,4.63689209,4.559,3.67441007,5.7,0.016823,0.435703597
Eco Transit,0.0325,0.36,835.2,2,8.60815385,2.565,3.83923077,4,0.02586699,0.795907385
Eco Transit,0.006388889,0.33,765.6,2,8.95004348,2.556,4.244,5.5,0.004535,0.709826087
Eco Transit,0.014444444,0.32,742.4,2,8.88309615,4.27155769,4.25988462,4.9,0.010061,0.696530769
Eco Transit,0.016666667,0.22,510.4,2,5.661567,2.609031,4.520989,5.2,0.006615,0.3969
Fast Transit,0.0375,0.28,649.6,2,11.06514815,2.588,4.58644444,5.1,0.021687,0.57832
Transit,0.015,0.32,742.4,2,8.960648,2.56982,4.493521,5.1,0.010532,0.702133333
Eco Transit,0.017777778,0.2,464,2,4.1245,4.6665,4.7025,3.7,0.00595201,0.334800563
Eco Transit,0.198333333,0.23,533.6,2,4.24178992,4.55142017,4.06413445,6,0.08582,0.432705882
Transit,0.018055556,0.32,742.4,2,9.08415385,2.569,4.40227692,4.1,0.012387,0.686049231
Eco Transit,0.080833333,0.23,533.6,2,4.842357,2.515002,4.61659,3.2,0.036356,0.449764948
Eco Transit,0.0275,0.21,487.2,2,5.80890909,4.43942424,4.28984848,4.2,0.010488,0.381381818
Eco Transit,0.005277778,0.35,812,2,8.835,4.531,4.105,3.6,0.004053,0.767936842
Eco Transit,0.061388889,0.32,742.4,2,8.90477376,4.27530317,4.27663801,2.8,0.04269,0.695402715
Transit,0.155277778,0.37,858.4,2,10.95872987,4.60496064,4.45457245,3.1,0.130566,0.840854383
Eco Transit,0.068611111,0.33,765.6,2,8.72359514,4.22327126,4.20275709,2.8,0.048467,0.706401619
Eco Transit,1.91,0.34,788.8,1.99796393,8.51736969,2.5235224,4.20774229,5.5,1.38251901,0.723831942
Transit,0.905277778,0.31,719.2,2,10.44702946,4.68940994,4.17907395,3.4,0.575342,0.635541945
Transit,0.018333333,0.32,742.4,2,8.994879,2.59273,4.227681,4.8,0.012476,0.680509091
Transit,0.028611111,0.32,742.4,2,10.95376699,2.615,3.87628155,4.6,0.019872,0.69455534
Eco Transit,0.057222222,0.22,510.4,2,4.24567961,4.72357282,3.51026214,3.3,0.023844,0.416691262
Eco Transit,0.0125,0.31,719.2,2,8.875,2.475,4.691,5.5,0.008498,0.67984
Eco Transit,0.078888889,0.33,765.6,2,8.837134,2.565924,4.47344,5.1,0.055736,0.706512676
Transit,0.022222222,0.33,765.6,2,9.13025,4.28735,4.27965,4.9,0.01553299,0.69898455
Transit,0.035277778,0.36,835.2,2,9.0087874,4.611,3.99917323,4,0.027759,0.786869291
Eco Transit,0.009166667,0.24,556.8,2,4.149,4.523,3.798,5.9,0.004129,0.450436364
Transit,0.023888889,0.29,672.8,2,9.05464,2.51722,4.548086,3.2,0.014681,0.614553488
Eco Transit,0.0075,0.35,812,2,8.83,4.456,4.167,5.4,0.00565301,0.753734667
Transit,0.027222222,0.36,835.2,2,9.12738776,4.611,3.99980612,4,0.021282,0.781787755
Transit,0.068333333,0.33,765.6,2,9.06139837,2.561,4.03612195,4,0.049524,0.724741463
Transit,0.0175,0.33,765.6,2,11.04696825,4.408,4.82506349,2.4,0.012541,0.716628571
Transit,3.796111111,0.35,812,2,9.52811854,4.61733294,3.90315967,4.8,2.934037,0.772905986
Transit,0.011666667,0.28,649.6,2,8.98995238,4.459,3.83588095,2.9,0.006735,0.577285714
Eco Transit,1.216111111,0.22,510.4,2,5.85433074,4.70720603,3.61588945,5.1,0.534205,0.439273184
Fast Transit,0.004722222,0.35,812,2,11.49658824,4.37670588,3.822,3.1,0.003829,0.810847059
Transit,1.244722222,0.31,719.2,2,9.16068148,2.60993042,4.13035061,3.4,0.831178,0.667761839
Eco Transit,0.056944444,0.2,464,2,6.03946341,2.536,3.66587805,4.8,0.02032899,0.356996898
Eco Transit,0.022222222,0.32,742.4,2,7.181138,2.579023,4.586584,5.2,0.015348,0.69066
Transit,0.156388889,0.32,742.4,2,9.15113677,2.49157371,4.86862167,5.5,0.107874,0.689780462
Eco Transit,0.006111111,0.19,440.8,2,4.15690909,4.669,4.712,3.7,0.002041,0.333981818
Transit,0.010555556,0.33,765.6,2,9.066,2.546,4.238,5.5,0.007504,0.710905263
Transit,0.016666667,0.29,672.8,2,9.1727,4.526,3.869,5.9,0.00976799,0.5860794
Transit,6.328611111,0.36,835.2,1.99991222,9.74754699,4.5834355,4.12026063,2.5,4.97917699,0.786772469
Eco Transit,0.088888889,0.31,719.2,2,8.93646536,2.58545631,4.23041618,3.4,0.058706,0.6604425
Transit,0.181666667,0.32,742.4,2,9.19126606,4.27340367,4.24445413,4.9,0.125918,0.693126606
Transit,0.010277778,0.33,765.6,2,9.24197297,2.53,4.233,5.5,0.007386,0.718637838
Eco Transit,0.074722222,0.29,672.8,2,8.67408922,4.51136803,3.84747212,5.9,0.045679,0.611317472
Transit,0.128055556,0.31,719.2,1.99566161,10.76606941,2.55741866,3.78347939,5.9,0.083198,0.649702386
Fast Transit,0.007777778,0.28,649.6,2,11.05314286,2.587,4.586,5.1,0.004505,0.579214286
Eco Transit,0.015,0.36,835.2,2,8.583,2.562,3.856,4,0.012017,0.801133333
Transit,1.730833333,0.31,719.2,2,9.7251328,2.51659797,4.20849473,2.9,1.16938701,0.675620805
Transit,0.006388889,0.32,742.4,2,9.121,4.281,4.27,2.8,0.004391,0.687286957
Transit,0.011666667,0.29,672.8,2,10.933,2.587,4.584,5.1,0.006876,0.589371429
Eco Transit,0.008888889,0.36,835.2,2,8.88590625,2.561,3.83903125,4,0.006983,0.7855875
Eco Transit,0.38,0.28,649.6,2,8.76775439,4.44733772,3.85765351,2.9,0.21788601,0.573384237
Transit,0.009444444,0.35,812,2,9.18967647,2.565,3.90952941,4,0.007284,0.771247059
Transit,0.173888889,0.34,788.8,2,9.31707348,2.56160703,4.00330032,4,0.127836,0.735159105
Transit,0.021388889,0.34,788.8,2,9.05716883,4.41468831,3.84831169,3.9,0.015694,0.733745455
Eco Transit,0.565277778,0.24,556.8,2,6.25702703,4.87747027,4.79585258,4.1,0.267501,0.473220442
Transit,0.030277778,0.29,672.8,2,9.21015596,4.52426606,3.86608257,5.9,0.01775201,0.586304917
Transit,0.038888889,0.31,719.2,2,9.77094286,4.52181429,3.68781429,4.4,0.025601,0.658311429
Transit,1.589166667,0.32,742.4,2,10.24350096,4.86906362,4.57140745,4.7,1.12920201,0.710562356
Eco Transit,0.015833333,0.36,835.2,2,8.85184211,4.57949123,4.91649123,3.8,0.012611,0.796484211
Eco Transit,0.013055556,0.36,835.2,2,8.81314894,2.562,3.85,4,0.01030699,0.789471574
Transit,0.003333333,0.33,765.6,2,9.113,2.541,4.228,5.5,0.00237,0.711
Fast Transit,0.018055556,0.33,765.6,2,11.0354,4.409,4.82604615,2.4,0.013013,0.72072
Eco Transit,0.010555556,0.35,812,2,8.925,4.456,4.151,5.4,0.007913,0.749652632
Eco Transit,0.008611111,0.32,742.4,2,8.900387,2.596546,4.293988,4.6,0.005794,0.672851613
Eco Transit,0.099166667,0.32,742.4,2,8.89059384,4.23970028,4.26131373,2.8,0.068047,0.686188235
Transit,2.427777778,0.33,765.6,2,10.84407735,4.41515561,4.82358444,2.4,1.731409,0.713166178
Eco Transit,0.010277778,0.2,464,2,4.277135,4.471639,3.406319,5.5,0.003497,0.340248649
Transit,0.008611111,0.31,719.2,2,10.925,4.437,4.792,2.4,0.00591,0.686322581
Eco Transit,0.075833333,0.21,487.2,2,4.07924908,4.69626007,3.99141758,4.4,0.028681,0.378210989
Transit,0.017777778,0.36,835.2,2,9.146,2.561,3.8454375,4,0.01384301,0.778669312
Eco Transit,0.790277778,0.23,533.6,2,6.55685554,4.85129736,4.37082671,3.6,0.349874,0.442722812
Fast Transit,0.003611111,0.35,812,2,11.078,4.382,3.838,3.1,0.002825,0.782307692
Eco Transit,0.035555556,0.23,533.6,2,7.04599219,2.56875781,4.24695313,5.5,0.01687499,0.474609094
Transit,0.003611111,0.34,788.8,2,9.133,2.534,4.225,5.5,0.002612,0.723323077
Eco Transit,0.003611111,0.39,904.8,2,8.889,4.37,3.815,3.1,0.002862,0.792553846
Transit,0.013888889,0.29,672.8,2,9.1054,4.695,4.26416,4.1,0.008823,0.635256
Eco Transit,0.170555556,0.21,487.2,2,5.611251,4.748717,4.237613,3,0.061955,0.363254072
Eco Transit,0.008888889,0.33,765.6,2,8.946625,2.514516,4.639518,3.2,0.006387,0.7185375
Fast Transit,0.041388889,0.34,788.8,2,11.01296,2.562054,4.226747,3.6,0.031016,0.749379866
Transit,7.003888889,0.35,812,2,10.15877508,4.72369921,4.29158138,2.2,5.574448,0.795907543
Fast Transit,1.072222222,0.33,765.6,2,11.19433368,2.5659399,4.11845492,5.1,0.774654,0.722475233
Eco Transit,0.363333333,0.25,580,2,6.55648471,4.96757951,3.77789144,3.2,0.18019899,0.495960523
Transit,0.0225,0.3,696,2,10.94903704,4.441,4.791,2.4,0.014691,0.652933333
Fast Transit,0.109166667,0.35,812,2,11.0891145,4.3845369,4.42862087,3.1,0.082683,0.757401527
Eco Transit,0.027777778,0.25,580,2,4.36505,4.793436,4.206954,5.9,0.013681,0.492516
Eco Transit,0.003611111,0.19,440.8,2,4.071,4.524,3.947,3.6,0.001183,0.3276
Eco Transit,0.036944444,0.2,464,2,6.13611278,2.595,3.72445113,5.6,0.01327,0.35918797
Eco Transit,0.020833333,0.34,788.8,2,8.89076,2.532,4.24516,5.5,0.015125,0.726
Transit,0.236111111,0.32,742.4,2,9.059387,2.567402,4.246703,4.8,0.159993,0.677617412
Fast Transit,0.003055556,0.35,812,2,11.062,4.515,4.381,3.2,0.002445,0.800181818
Eco Transit,0.491666667,0.31,719.2,2,8.20433252,2.56370518,4.3105289,4.8,0.325312,0.661651525
Fast Transit,0.268611111,0.31,719.2,2,11.17136608,4.39988418,4.81745088,2.4,0.181156,0.674417373
Eco Transit,0.061111111,0.28,649.6,2,8.92681818,4.44594545,3.8598,2.9,0.034946,0.571843636
Eco Transit,0.016388889,0.34,788.8,2,8.72035593,4.707,3.46233898,3.3,0.012615,0.769728814
Transit,0.04,0.28,649.6,2,9.05681944,4.44740278,3.862,2.9,0.022684,0.5671
Eco Transit,0.010833333,0.19,440.8,2,4.23951282,4.663,4.69989744,3.7,0.003611,0.333323077
Eco Transit,0.011944444,0.32,742.4,2,8.81027907,4.521,3.686,4.4,0.008113,0.679227907
Transit,0.018055556,0.32,742.4,2,9.088462,2.547783,4.435694,5.1,0.012608,0.698289231
Transit,0.074166667,0.32,742.4,2,9.14844944,4.28807865,4.28859551,4.9,0.051468,0.693950562
Transit,0.235833333,0.32,742.4,2,10.9475371,2.61360424,3.87757597,4.6,0.160953,0.682486219
Fast Transit,0.061111111,0.29,672.8,2,11.05009091,2.587,4.58690909,5.1,0.036254,0.593247273
Fast Transit,0.024166667,0.3,696,2,11.03821839,4.44,4.78963218,2.4,0.01580199,0.653875448
Transit,0.0225,0.31,719.2,2,11.00297531,4.43908642,4.79308642,2.4,0.015299,0.679955556
Eco Transit,0.020277778,0.23,533.6,2,4.17047945,4.519,3.80565753,5.9,0.008655,0.426821918
Transit,5.763333333,0.34,788.8,2,10.18829362,4.42783169,4.70272624,4.4,4.357921,0.756145922
Eco Transit,0.078611111,0.22,510.4,2,4.2919258,4.49835336,4.41977739,3,0.031977,0.406774558
Eco Transit,0.150555556,0.34,788.8,2,8.79559041,2.53964022,4.23219742,5.5,0.10845501,0.72036538
Transit,3.533333333,0.33,765.6,2,10.66663821,4.41570676,4.81240472,2.8,2.526728,0.715111698
Eco Transit,0.375,0.25,580,2,6.18905185,4.73551481,4.32600741,4.2,0.187708,0.500554667
Transit,0.086388889,0.31,719.2,2,9.117135,2.505607,4.245308,2.9,0.057598,0.66672926
Eco Transit,0.165833333,0.21,487.2,2,4.73028643,4.69101005,4.25112563,5.5,0.061749,0.372355779
Transit,1.090555556,0.32,742.4,2,9.40805349,2.566216,4.42410749,4.1,0.747741,0.685651452
Fast Transit,0.0825,0.33,765.6,2,11.00472391,4.41535017,4.83565993,2.4,0.05877501,0.712424364
Eco Transit,0.063333333,0.22,510.4,2,5.29969737,2.51640789,3.69697368,4.8,0.025849,0.408142105
Eco Transit,0.04,0.2,464,2,5.51726389,4.58934722,4.70970833,2.4,0.013762,0.34405
Transit,0.014166667,0.37,858.4,2,10.39,4.371,3.816,3.1,0.01170201,0.826024235
Eco Transit,0.040277778,0.22,510.4,2,5.15489655,4.7054069,4.3796069,3.9,0.01617399,0.401561131
Eco Transit,0.008055556,0.37,858.4,2,8.69537931,4.572,4.85044828,3.8,0.006513,0.808510345
Transit,0.030833333,0.36,835.2,2,8.98583784,4.637,4.0532973,4,0.02438699,0.790929405
Eco Transit,0.136111111,0.22,510.4,2,6.95477143,4.61169388,4.43996327,3.1,0.055856,0.410370612
Transit,0.0575,0.34,788.8,2,9.27286957,4.60120773,3.93683575,4.3,0.043027,0.748295652
Transit,0.068055556,0.35,812,2,9.48154694,2.56547755,3.83632653,4,0.052092,0.765433469
Eco Transit,0.023333333,0.21,487.2,2,6.02853571,4.54505952,3.81105952,5.8,0.008718,0.373628571
Eco Transit,0.010277778,0.18,417.6,2,4.05835135,4.705,4.12732432,4,0.00318,0.309405405
Eco Transit,0.026944444,0.2,464,2,5.90869072,4.619,3.511,5.1,0.00958999,0.355917155
Transit,0.023333333,0.3,696,2,10.978452,2.58098,4.356585,4.5,0.014971,0.641614286
Eco Transit,0.008888889,0.19,440.8,2,3.968625,4.471164,3.384823,5.5,0.002988,0.33615
Eco Transit,0.0425,0.33,765.6,2,8.92201961,2.54062745,4.22913725,5.5,0.03036801,0.714541412
Transit,0.081944444,0.35,812,2,9.29461017,2.56660339,3.87659322,4,0.06301999,0.769057505
Fast Transit,0.156111111,0.32,742.4,2,11.02540214,2.621,3.87537367,4.6,0.108479,0.694883274
Eco Transit,0.0575,0.19,440.8,2,4.124502,4.466291,3.472274,5.5,0.019012,0.330643478
Eco Transit,0.910555556,0.24,556.8,2,5.20865589,4.7210003,4.29020317,3.6,0.41043499,0.450752277
Eco Transit,0.0175,0.32,742.4,2,8.93357143,4.27042857,4.249,4.9,0.012145,0.694
Transit,0.004722222,0.34,788.8,2,9.101059,2.600694,4.554944,5.2,0.003543,0.750282353
Transit,3.0725,0.31,719.2,2,9.47907327,2.55586539,4.40411275,3,1.989807,0.647618226
Fast Transit,0.016388889,0.29,672.8,2,11.04172881,2.586,4.598,5.1,0.00977599,0.596501085
Transit,1.5325,0.33,765.6,2,9.53701813,4.29819848,4.31539967,4.9,1.070071,0.698251876
Transit,0.011388889,0.33,765.6,2,9.08739024,4.412,3.8534878,3.9,0.008317,0.730273171
Transit,0.251944444,0.31,719.2,2,9.09299008,2.47329107,4.68958324,5.5,0.170182,0.675474311
Transit,0.083611111,0.29,672.8,2,10.93180066,2.587,4.59276744,5.1,0.049679,0.594167442
Transit,0.024444444,0.29,672.8,2,10.97431818,2.587,4.58968182,5.1,0.014445,0.590931818
Eco Transit,0.058333333,0.36,835.2,2,8.84327619,4.59726667,4.00539048,4,0.04643101,0.795960171
Fast Transit,0.337222222,0.33,765.6,2,11.12593081,4.40735585,4.8285799,2.4,0.24030699,0.712607219
Fast Transit,2.014722222,0.28,649.6,2,11.41107804,4.62084186,4.87747663,2.5,1.202037,0.596626665
Eco Transit,0.029722222,0.21,487.2,2,6.35817757,4.628,4.03543925,4.3,0.011443,0.384998131
Eco Transit,0.011944444,0.35,812,2,8.86844186,4.825,4.65,4.1,0.00951,0.796186047
Transit,0.058055556,0.33,765.6,2,10.95282297,4.42541627,4.80841627,2.4,0.04156599,0.715969206
Eco Transit,0.027222222,0.32,742.4,2,8.72349,2.569945,4.49599,5.1,0.019269,0.707840816
Eco Transit,0.039444444,0.36,835.2,2,8.67325352,2.558,3.81992958,4,0.03106099,0.787461718
Eco Transit,0.058611111,0.36,835.2,2,8.80436493,2.55869668,3.8275545,4,0.046188,0.788041706
Fast Transit,0.071944444,0.32,742.4,2,11.04549807,2.617,3.87376834,4.6,0.04996599,0.694507969
Transit,0.126944444,0.32,742.4,2,9.166578,2.562939,4.298376,4.8,0.085889,0.676587309
Eco Transit,0.020833333,0.27,626.4,2,4.632507,4.780211,4.214847,5.1,0.011719,0.562512
Transit,0.003055556,0.35,812,2,9.1,4.561,4.377,3,0.002466,0.807054545
Eco Transit,0.035277778,0.28,649.6,2,7.00002362,4.67255906,4.17220472,3,0.02054201,0.582293197
Eco Transit,0.605833333,0.3,696,2,8.489083,2.537523,4.459903,3,0.356424,0.58832022
Transit,0.027777778,0.33,765.6,2,10.32016,4.52098,4.26836,2.9,0.019613,0.706068
Transit,0.079166667,0.35,812,2,9.43035789,2.56469474,3.8412421,4,0.060733,0.767153684
Fast Transit,0.115277778,0.31,719.2,2,11.03256627,2.63422169,4.05768916,4.6,0.074337,0.644851084
Eco Transit,0.021944444,0.29,672.8,2,8.80894937,4.54159494,3.902,5.9,0.01282401,0.584385266
Eco Transit,0.013333333,0.32,742.4,2,8.97895833,2.545,4.45495833,4.1,0.00923299,0.69247425
Eco Transit,0.010277778,0.22,510.4,2,6.26748649,2.565,4.444,5,0.004166,0.405340541
Transit,0.069444444,0.35,812,2,9.51068,2.56522,3.88446,4,0.052778,0.7600032
Transit,0.018055556,0.3,696,2,10.93069231,4.444,4.78253846,2.4,0.011792,0.653095385
Eco Transit,0.044166667,0.2,464,2,6.159792,4.786581,4.164486,2.6,0.014762,0.334233962
